RowID	symbol	alpha0	alpha7	alpha14	alpha21	alpha28	alpha35	alpha42	alpha49	alpha56	alpha63	alpha70	alpha77	alpha84	alpha91	alpha98	alpha105	alpha112	alpha119	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
3866	YLR063W	0.08	-0.82	0.08	-0.13	0.41	-0.05	0.53	0.088	0.23	-0.15	-0.15	-0.23	0.18	-0.3	0.15	0.04	0.23	-0.11	-0.03	0.18	0.16	0.43	0.32	0.25	0.01	0.18	0.04	0.2	-0.32	0.23	-0.34	0.03	-0.36	0.19	0.4	-0.08	-0.13	-0.39	0.18	-0.26	-0.49	-0.39	0.4	0.11	-0.29	0.13	-0.06	0.46	0.25	0.68	-0.22	-0.57	-0.46	-0.7	-0.21	0.3	0.16	-0.108888889	-0.097777778	-0.42	0.18	-0.19	0.34	0.52	0.39	-0.07	-0.13	0.16	0.06	0	-0.47	-0.26	-0.11
3867	YLR064W	0.19	0.31	0.21	-0.23	0.18	0	0.3	0.1	0.07	-0.15	-0.31	-0.27	0.05	-0.4	0.05	-0.35	0.46	-0.21	0.09	-0.16	-0.3	0.04	0.11	0.3	0.23	-0.05	0.28	0.13	-0.12	0.13	-0.88	-0.15	0.28	0.19	-0.38	0.4	0.37	-0.65	-0.02	0.11	0.02	0.04	0.27	0.36	-0.24	-0.26	-0.09	0.01	-0.13	0.41	0.02	-0.08	-0.07	-0.15	-0.13	0.1	0.1	0.03	-0.04	0.33	-0.16	-0.12	-0.16	0.43	0.13	-0.02	0.03	-0.08	-0.12	0.23	-0.16	-0.19	-0.14
3868	YLR065C	0.19	0.07	0.09	0.1	0.21	0.05	0.39	0.002	-0.05	-0.38	-0.15	-0.23	0.23	-0.4	0.23	-0.38	0.35	-0.31	0.21	0.09	0.15	0.14	0.05	0.21	-0.26	0.24	-0.11	0.35	-0.38	0.69	-0.38	0.15	-0.54	0.09	0.01	0.24	-0.52	-0.6	-0.11	0.09	-0.03	0.24	-0.14	0.02	0.51	0.1	-0.02	-0.45	0.06	-0.23	-0.31	0.42	-0.09	0.02	-0.025555556	0.1	-0.21	0.16	0.06	0.02	0.13	-0.13	-0.08	0.2	0.04	0.36	0.06	-0.13	-0.28	0.07	-0.05	-0.19	-0.03
3869	YLR066W	0	0.34	0.43	-0.12	0.22	0.17	0.24	0.02	-0.03	-0.09	-0.15	-0.27	0.1	-0.38	-0.03	-0.54	0.33	-0.27	0.31	0.18	0.27	0.27	-0.7	0.39	-0.46	0.3	0.06	0.45	-0.6	0.41	-0.7	0.44	-0.11	0.27	-0.55	0.46	-0.67	-0.7	-1.05	0.56	0.5	0.65	-0.15	-0.17	0.19	-0.17	-0.05	-0.31	0.09	-0.38	-0.15	0.26	0.29	0.2	0.01	-0.04	-0.002857143	0.09	0.29	0.23	-0.36	-0.09	-0.03	0.23	0.16	0.2	0.12	-0.06	-0.19	0.26	-0.2	-0.29	0.01
3870	YLR067C	0.04	-0.18	-0.11	0.16	-0.07	-0.01	0.09	-0.05	0.04	-0.11	-0.12	-0.01	0.04	-0.18	0.01	-0.11	0.31	0.27	0.31	0.09	-0.02	-0.08	-0.44	0.19	0.19	0.19	-0.57	0.27	-0.07	0.13	-0.44	0.04	0.23	0.27	0.29	0.23	-0.87	-0.29	0.02	0.3	0.04	0	-0.13	0.01	-0.38	-0.34	-0.26	0.07	0.11	0.05	0	-0.2	0.44	-0.08	0.01	0.031428571	0.23	0.12	0.35	-0.2	0.78	-0.18	-0.1	0.43	0.26	-0.29	0.04	-0.08	-0.07	0.35	-0.08	-0.34	-0.51
3871	YLR068W	-0.01	-0.14	-0.51	0.15	-0.49	0.34	0.1	0.18	0.22	0.53	-0.3	0.18	0.13	-0.32	-0.54	0.15	0.05	0.28	0.81	0.66	0.35	-0.31	-0.48	0	-0.04	0.14	-0.35	0.09	-0.03	-0.1	-0.24	0.17	-0.1	0.02	-0.53	-0.01	-0.63	0.61	-0.35	0.18	-0.11	0.25	-0.3	0.11	0.71	-0.29	0.57	-0.15	0.15	0.12	0.12	-0.04	-0.73	-0.01	-0.33	-0.08	0.15	0.08	0.06	-0.92	-0.23	0.51	0.07	0.24	0.16	-0.14	0.13	0.1	0.07	0.29	-0.12	-0.14	-0.02
3872	YLR069C	0.022	0.01	-0.02	0.02	-0.08	-0.02	0.09	-0.04	0.09	0.01	0.2	0.06	0.09	-0.32	0.09	0.17	-0.28	-0.08	-0.45	-0.85	-0.92	-0.61	-0.94	-0.15	-1.1	0.42	-0.31	0.57	-0.08	0.59	-0.18	0.47	-0.56	0.21	-0.02	0.35	0.19	0.84	0.02	0.96	0.7	0.86	0.22	-0.11	-0.67	-0.78	-0.51	-0.47	-0.36	-0.26	0.07	0.35	0.59	0.47	0.4	0.21125	0.2	0.29	0.57	-0.79	-0.41	-0.26	-0.26	-0.15	0.01	0.18	0.1	0.48	0.14	0.25	0.51	0.22	-0.04
3873	YLR070C	-0.07	-0.07	0.04	0.228	-0.2	0.13	0.19	0.18	0.18	0.05	-0.03	0.15	-0.02	-0.36	-0.39	0.12	0.04	0.07	-0.53	-0.21	-0.48	0.06	-0.45	-0.11	0.18	0.13	0.1	0.06	0.07	0.3	0.23	-0.02	0.61	-0.2	-0.16	-0.16	0.1	0.09	0.81	-0.06	-0.39	0.02	1.3	-0.17	-0.47	-0.34	-0.55	-0.65	-0.29	-0.16	0.27	0.23	0.21	0.2	0.15	-0.01	0.35	-0.03	-0.05	0.39	-0.02	0.5	-0.02	-0.37	-0.25	-0.35	0.18	0.06	-0.75	0.13	0.25	-0.27	0.53
3874	YLR071C	-0.09	-0.01	-0.07	-0.03	-0.06	-0.04	0.13	-0.09	0.17	-0.19	0.29	-0.07	0.06	-0.19	0.19	0.26	-0.22	-0.04	0.34	0.33	0.09	0.24	-0.51	0.27	-0.93	0.5	1.36	0.33	-0.45	0.14	-0.16	0.29	-0.96	0.16	-0.21	-0.12	0.01	0.07	-0.81	0.28	-0.23	-0.04	-0.32	-0.18	-0.23	-0.1	0.06	0.15	0.17	-0.16	0.29	0.24	0.01	-0.12	0	0.028333333	-0.1	0.25	0.04	-0.07	-0.25	-0.14	-0.07	0.15	0.06	0.12	0.02	-0.07	-0.04	-0.01	0.12	0.17	0
3875	YLR072W	-0.04	0.09	-0.54	0.03	-0.23	-0.1	0.11	-0.36	0.16	0.42	0.27	0.17	0.19	-0.54	-0.14	0.33	-0.08	0.27	0.02	0.1	0.02	-0.03	-0.18	0.22	0.05	0.26	-0.17	-0.06	-0.01	0.33	-0.46	-0.01	0.15	0.14	-0.27	0.1	-0.82	-0.38	0.07	0.43	0.27	0.23	0.54	-0.38	-0.42	-0.12	-0.01	-0.72	-0.25	-0.33	0.12	0.93	0.11	0.21	0.05	-0.32	-0.001666667	0.48	0.13	-0.32	0.22	-0.45	0.4	-0.16	-0.14	-0.2	-0.08	0.15	0.16	-0.14	0.07	0.35	0.16
3876	YLR073C	0.07	-0.03	-0.41	0.04	0	0	0.07	0.25	0.2	0.24	-0.02	-0.2	0.16	-0.2	-0.13	0.1	0.01	-0.13	0.15	-0.24	0.04	0.37	0.54	0.63	0.23	0.45	0.45	0.06	-0.14	0.14	0.03	-0.05	-0.53	0.06	0.5	0.27	0.24	-0.92	-0.55	-0.43	-0.69	-0.62	-0.34	-0.01	0.08	0.06	-0.01	0.34	0.31	0.64	-0.23	0.2	0.11	-0.35	-0.18375	0.04	0.02	-0.25	-0.61	-0.23	-0.11	0.14	0.58	0.74	0.42	0.16	-0.08	-0.55	-0.11	0.05	-0.66	-0.14	-0.21
3877	YLR074C	0.31	-0.41	-0.48	-0.15125	-0.19	-0.19	0.19	-0.09	0.49	0.49	0.16	0	0.07	-0.36	-0.25	0.12	-0.11	0.25	1.39	1.06	0.44	0.22	-0.45	0.56	-0.19	0.58	-0.76	0.48	-0.37	0.17	-0.91	-0.21	-0.62	0.5	-0.78	0.4	-1.45	0.32	-0.4	0.14	-0.23	0.1	-0.2	0.53	0.3	-0.12	0.01	-0.01	0	0.39	-0.12	0.47	-0.16	-0.38	-0.2	-0.05	-0.11	-0.15	-0.4	-0.81	-0.3	-0.27	0.52	0.55	0.03	-0.14	0.2	0.03	0.02	0.11	0.16	-0.24	0.12
3878	YLR075W	0.14	-0.19	-0.24	-0.03	-0.13	-0.09	-0.12	-0.09	0.32	-0.15	0.23	-0.22	0.16	-0.15	0.32	0.14	0.08	0.02	-0.47	-0.3	0.18	0.25	0.49	0.43	0.26	0.36	0.11	0.2	-0.12	0.34	-0.26	0.23	-0.47	0	-0.47	0.1	-0.42	-0.05	-0.83	0.14	0.14	0.15	-0.34	-0.11	0.04	-0.13	0.2	-0.66	-0.55	-0.06	-0.44	1.49	0.08	0.083333333	-0.33	0.13	-0.24	0.57	0.35	-0.53	-0.13	0.28	0.48	0.22	0.28	0.23	0.32	0.14	-0.28	-0.33	-0.01	-0.33	-0.36
3879	YLR076C	-0.11	0.1	-0.46	-0.06	-0.29	-0.08	-0.08	0.05	0.2	0.41	0.08	-0.17	0.01	-0.5	0.38	0.11	0.17	0.21	-0.65	-0.37	-0.05	0.47	0.15	0.36	0.18	0.55	-0.09	0.09	-0.36	0.15	-0.22	0.16	-0.02	-0.11	-0.27	0.13	-0.2	0.15	0.1	-0.06	-0.12	0.04	-0.44	-0.43	0.05	-0.16	-0.13	-0.48	-0.51	0.13	-0.54	1.52	0.22	0.0825	-0.57	0.65	0.23	0.47	-0.02	-0.61	-0.05	-0.53	0.19	0.29	0.33	-0.03	0.47	0.2	0.04	0.1	-0.29	-0.09	-0.02
3880	YLR077W	-0.17	0.15	-0.13	0.01	-0.01	-0.19	0.01	-0.21	0.09	-0.08	0.19	0.09	0.26	-0.21	0.21	0.1	-0.18	-0.11	0.08	0.13	0.05	0.13	-0.17	0.08	-0.5	0.06	-0.11	0.19	-0.24	0.05	0.11	0.2	0.02	-0.12	-0.04	-0.21	0.06	0	-0.5	0.34	0.12	0.28	0.5	0.12	0.47	0.08	-0.36	-0.19	-0.12	-0.75	-0.2	-0.33	0.16	0.19	0.32	0.1	0.105	-0.02	0.04	-0.38	-0.33	0.01	0.05	0.04	-0.04	0.04	-0.04	-0.04	0.05	-0.1	0.36	0.32	0.04
3881	YLR078C	-0.032222222	0.03	-0.11	0.26	-0.06	0.21	0.1	-0.15	0.21	0.4	-0.02	0.08	-0.02	-0.41	-0.34	0.02	-0.19	0	0.11	-0.2	-0.04	0.23	-0.27	0.16	-0.08	0.12	-0.44	-0.04	-0.55	0.02	-0.22	0.41	-0.31	0.09	-0.22	0.18	-0.05	0.22	0.09	0.32	0.08	0.37	0.04	0.16	0.67	0.39	-0.02	-0.19	0.02	-0.31	0.02	-0.27	-0.27	-0.13	-0.036	-0.1	-0.03	-0.07	0.09	-0.56	-0.06	0.02	-0.16	-0.12	0.04	-0.21	0.15	0.15	0.03	0.33	0.07	0.11	0.21
3882	YLR079W	-0.66	0.1	-0.57	-0.21	-0.45	-0.42	-0.77	-0.53	-0.47	0.81	1.41	1.01	0.68	0.21	-0.04	-0.09	-0.28	0.27	1.48	1.86	-0.17	-0.72	-1.56	-0.74	-1.85	-0.05	0.06	1.8	0.13	0.87	-0.08	-0.15	-1.45	-0.54	-1.03	-0.56	-0.42	0.45	-0.4	1.63	1	0.45	-0.3	-0.56	-0.29	-0.5	-0.27	-0.29	-0.56	-1.04	0.32	1.57	0.9	0.45	0.17	-0.108	-0.12	-0.16	0.67	0.62	-0.68	-0.21	-0.26	-0.36	-0.5	-0.45	-0.34	-0.17	-0.28	0.38	0.65	0.96	0.65
3883	YLR080W	0.2	0.22	0.3	-0.3	0.03	-0.01	0.07	-0.1	-0.06	0.17	-0.01	0.03	-0.03	-0.31	-0.06	-0.1	0.15	-0.2	-0.36	0.56	-0.07	-0.3	-0.28	-0.17	-0.14	-0.22	-0.25	0.02	0.17	-0.35	-0.06	0.28	0.11	-0.17	1.75	-0.53	0.17	-0.28	0.57375	0.01	-0.05	0.18	0.911	0.02	-0.44	-0.42	-0.42	-0.46	-0.46	-1	0.12	0.19	0.55	0.7	0.34	-0.04	0.35	0.36	0.62	0.57	-0.12	0.17	-0.22	-0.47	-0.49	-0.2	-0.01	0.03	-0.08	-0.18	0.34	0.39	0.28
3884	YLR081W	0.16	0.16	0.22	-0.08	0.26	-0.08	0.12	-0.19	-0.2	-0.2	0.15	0.01	0.39	-0.11	0.07	-0.41	-0.11	-0.17	-0.48	0.53	-0.26	-0.39	0.48	-0.4	0.48	-0.06	0.81	0.57	0.43	0.47	0.01	-0.26	0.42	-0.36	0.58	-0.51	0.94	-0.09	1.01	-3.3	-0.28	-0.34	0.61	0.04	-0.25	0.08	-0.1	0.04	-0.05	0.24	-0.54	0	-0.3	-0.05	-0.1	0.24	0.39	-0.3	0.04	0.34	-0.06	-0.43	-0.56	-0.08	-0.43	-0.45	-0.1	0.52	0.11	0.14	0.44	0.56	0.01
3885	YLR082C	0.07	0	-0.06	-0.46	0.01	-0.06	0.12	-0.23	0.07	0.2	-0.04	0.12	0.2	0	0.01	0.01	-0.02	0.08	0.06	0.13	0.54	0.06	-0.49	0.21	-0.06	0.01	-0.22	0.35	0.06	0.35	0.03	0.42	0.06	0.23	-0.42	0.04	-0.34	-0.71	-0.28	0.37	0.23	-0.63	-0.2	-0.44	0.35	0.23	-0.13	-0.08	0.01	0.11	-0.4	-0.48	0.38	-0.01	0.17	0.48	0.102857143	-0.06	0.07	0.51	-0.37	-0.25	-0.37	0.03	-0.15	-0.23	0.3	0.16	0.03	0.14	-0.04	0.25	0
3886	YLR083C	0	-0.83	-0.55	-0.5	0.22	0.08	0.71	0.15	0.25	-0.16	-0.06	-0.37	0.2	-0.06	0.52	0.17	0.31	-0.08	-0.25	-0.43	-0.16	0.33	0.91	0.48	0.41	0.09	0.5	-0.25	-0.2	-0.13	0.3	-0.04	0.04	0.18	0.86	0.13	0.41	-0.82	-0.11	-0.79	-0.79	-0.67	-0.65	0.03	0	0.09	0.05	0.01	0.1	-0.4	0.01	0.02	-0.02	-0.16	0.35	0.1	-0.12	0.39	0.29	-1.24	-0.52	-0.41	-0.41	0.34	0.37	0.47	0.36	0.39	0.41	0.25	0.44	-0.09	-0.36
3887	YLR084C	-0.11	-0.21	-0.07	-0.23	-0.17	-0.19	0.22	0.08	0.26	0.17	0.05	0.25	-0.16	-0.12	-0.09	0.14	0.01	0.18	-0.22	0	-0.73	0.21	0.49	0.6	0.77	0.36	0.53	-0.06	0.03	-0.13	-0.78	-0.15	0.14	0.3	0.42	0.19	0.45	-0.7	0.16	-0.32	-0.81	-0.75	-1.44	-0.69	-0.08	-0.15	0.05	0.36	0.28	0.07	0.47	0.25	0.31	0.04	0	0.32	0.23	0.275	0.098	-0.63	-0.61	-0.48	-0.71	-0.36	-0.08	0.07	0.3	0.5	0.76	0.21	0.5	0.2	0.34
3888	YLR085C	0.05	-0.23	-0.16	0.09	0.3	0.03	0.13	0.06	-0.13	-0.14	-0.06	0.05	0	-0.09	0.09	0.12	-0.08	-0.02	0.06	0.32	0.33	-0.15	-0.08	0.15	-0.16	0.11	-0.2	0.16	-0.06	0.51	-0.39	-0.06	-0.45	0.06	-0.06	0	-0.27	0.13	-0.03	0.15	0	-0.06	-0.24	-0.25	-0.31	-0.1	-0.15	0.09	0.24	0.6	0.15	-0.16	0.15	-0.08	-0.09	0.01	0.13	0.02	0.1	-0.09	0.14	-0.08	-0.33	-0.04	0.01	0.14	-0.01	0.08	-0.04	0.12	0.2	0.01	-0.11
3889	YLR086W	0.09	-0.236	0.09	-0.171	0.15	-0.2	0.23	-0.15	0.05	0.07	-0.08	0.11	0	-0.12	-0.17	0	-0.14	0.05	-0.12	-0.1	0.11	0.34	-0.3	0.47	-0.01	0.46	-0.14	0.01	0.16	-0.02	-0.73	0.33	0.21	0.21	0.03	0.24	-0.37	-0.16	0.11	-0.12	-0.28	-0.37	-0.39	0.02	-0.49	-0.19	0.25	0.04	0.05	0.35	0.21	0.06	-0.15	0.06	0.24	-0.32	0.172	0.2	0.05	-0.36	-0.44	-0.34	0.13	-0.23	-0.07	-0.05	0.16	0.29	0.54	-0.17	0.3	-0.1	0.36
3890	YLR087C	-0.01	-0.4	-0.11	0.25	-0.07	0.01	-0.1	0.15	0.39	-0.4	0.28	-0.4	0.23	-0.5	0.74	-0.19	-0.04	0.14	-0.26	-0.22	-0.02	0.1	0.23	-0.33	-0.07	0.06	0.2	0.12	0.28	0.72	0.3	0.22	0.05	-0.16	0.13	-0.44	0.15	-0.4	0.47	-0.42	-0.29	-0.44	-0.18	0.64	-0.02	-0.11	0.01	0.09	0.01	0.31	0.22	-0.29	0.19	0.16	-0.06	-0.52	-0.16	-0.15	-0.13	0.13	-0.06	0.07	0.61	0.28	0.09	0.01	-0.27	0.4	0.01	-0.27	-0.41	-0.38	-0.2
3891	YLR088W	-0.3	-0.23	-0.13	-0.64	0.47	0.03	0.4	-0.23	0.03	0	-0.04	0.33	0.33	0.03	0.07	-0.02	0.03	-0.13	-0.16	-0.16	0.32	0.32	-0.34	0.28	0.13	0.2	-0.02	0.09	-0.16	0.41	0.04	0.31	0.29	0.18	-0.08	0.2	-0.1	-1.34	-0.18	-0.06	-0.06	-0.1	-0.38	0.12	-0.1	-0.14	0.24	0.12	-0.02	0.51	-0.1	-0.09	-0.02	0.07	-0.21	0.08375	0.13	-0.02	-0.13	-0.56	-0.35	-0.48	-0.35	-0.3	-0.03	-0.05	0.39	0.47	0.28	0.1	0.39	0.27	0.24
3892	YLR089C	0.2	0.06	0.25	0.06	0.2	-0.26	0.18	-0.16	-0.07	-0.09	-0.05	-0.26	0.04	-0.32	-0.005	-0.05	0.3	-0.01	-0.69	-0.56	-0.45	-0.43	-0.29	-0.32	-0.14	-0.14	0.19	0.04	-0.2	0.13	0.15	-0.07	-0.33	0.19	0.64	0.38	0.35	-0.11	0.38	0.43	0.4	0.44	-0.07	-0.03	0.37	0.36	0.24	-0.05	0.23	-0.21	0.51	0.085	-1.35	0.26	0.41	-0.23	-0.45	0.22	0.266	-0.07	-0.16	-0.32	-0.5	-0.46	-0.12	0.02	0.18	0.27	0.15	-0.24	0.53	0.45	0.26
3893	YLR090W	0.08	0.09	-0.1	-0.007	0.12	-0.17	0.24	-0.14	0.18	0.08	-0.04	0.11	0.04	-0.21	-0.1	0.01	-0.14	-0.04	0.3	0.05	-0.25	-0.42	-1.3	0.11	-0.35	0.38	-0.44	0.71	-0.33	0.45	-0.64	0.14	-0.35	0.51	-0.41	0.19	-0.46	-0.75	-0.27	1.19	0.97	0.98	0.12	-0.09	-0.1	-0.08	-0.5	-0.35	-0.15	-0.17	-0.1	0.25	0.08	-0.13	0.03	-0.066	0.3	0.41	0.47	-0.82	-0.63	-0.19	-0.32	-0.22	0.03	-0.06	0.44	0.49	0.43	-0.17	0.33	0.36	0.34
3894	YLR091W	-0.05	-0.138888889	-0.08	-0.12	0.32	0.15	0.3	-0.07	0	0.15	-0.39	-0.22	0.09	-0.03	-0.1	-0.01	0.3	-0.24	-0.34	-0.2	-0.13	-0.12	-0.13	0.27	-0.2	0.03	0.08	0.18	-0.61	0.81	-0.23	0.05	-0.01	0.02	0.1	0.08	0.13	-0.29	0.13	0.16	0.05	0.17	-0.23	-0.25	0.03	0	0.03	-0.04	0.33	0.15	0.19	-0.61	-0.17	-0.02	0.21	-0.25	0.34	0.31	-0.04	-0.022	-0.09	-0.11	-0.3	-0.02	0	-0.19	0.04	0.22	0	-0.3	0.41	0.16	0.2
3895	YLR092W	0.15	0.36	0.04	0	-0.1	0.04	0	-0.04	0	0.086666667	-0.15	0.1	-0.19	-0.12	-0.28	0.12	-0.02	-0.02	-0.26	-0.13	-0.21	0.01	0.22	-0.56	0.2	-0.21	0.36	-0.45	0.01	-0.17	0.46	-0.13	1.17	-0.35	0.33625	-0.32	0.53	0.28	0.89	-0.47	-0.58	-0.5	-0.06	-0.18	0.61	1.18	1.06	1.39	0.07	-0.48	-0.63	-0.76	-0.4	-0.44	0.05	-0.9	-0.27	-0.33	0.1	-0.17	-0.17	0.6	0.42	-0.26	-0.12	-0.19	0.15	0.11	-0.01	-0.19	0.12	-0.12	-0.17
3896	YLR093C	0.22	0.23	0.04	0.06	0.03	0.06	-0.08	-0.17	0.09	-0.33	0.06	-0.15	0.09	-0.17	0.01	0.09	-0.18	-0.08	-0.04	0.05	0.24	-0.04	-0.41	-0.1	-0.16	-0.07	-0.23	0.16	-0.32	0.2	-0.18	0.26	-0.2	-0.25	-0.74	0.02	0.04	-0.05	-0.15	0.64	0.5	0.82	0	-0.61	-0.75	-0.16	-0.27	-0.25	0.02	-0.05	0.15	0.16	0.31	0.18	0.31	0.27	0.013333333	0.26	0.44	0.93	0.12	0.25	0.01	-0.32	-0.16	-0.4	-0.03	-0.08	-0.25	-0.08	-0.08	0.2	-0.1
3897	YLR094C	-0.02	0.04	-0.45	-0.11	-0.17	-0.15	0.11	-0.13	0.11	0.27	0.3	0.22	0.3	-0.15	-0.13	0.16	-0.3	0.16	0.53	0.77	0.39	0.15	-0.91	0.16	-0.11	0.03	-0.24	0.38	-0.147	0.23	-0.35	-0.04	-0.07	0.06	-1.07	0.08	-0.11	0.13	-0.05	0.19	-0.12	-0.01	-0.62	-0.65	0	-0.16	0.56	0.45	0.35	0.34	0.18	0.08	0.37	0.03	-0.21	-0.13	0.03	-0.35	-0.23	-0.02	-0.26	0.03	0.38	0.05	-0.02	0.03	0.27	-0.09	0.01	-0.35	-0.03	-0.18	0.19
3898	YLR095C	-0.24	-0.13	-0.04	0.09	-0.16	0.01	-0.061	-0.04	0.13	-0.16	0.22	-0.04	-0.09	0.09	0.13	0.29	-0.06	-0.01	0.11	0.26	0.26	0.21	-0.24	0.24	-0.42	0.3	-0.29	-0.01	-0.35	0.05	-0.22	0.13	-0.12	0.08	-0.01	-0.16	0.43	-0.04	0.03	0.15	-0.31	-0.06	0.04	-0.52	0.3	0.21	0.13	0.21	0.06	0.21	-0.45	0.11	0.14	-0.38	-0.31	0.76	0.003333333	-0.19	-0.31	0.13	-0.26	0.08	0	0.04	0.1	-0.1	0.13	0.2	-0.19	-0.1	0.04	0.05	-0.13
3899	YLR096W	-0.08	-0.38	-0.19	-0.01	-0.25	-0.11	-0.02	0.01	0.29	0.36	0.25	0.19	-0.13	-0.38	-0.13	0.26	0.22	0.09	0.32	0.45	0.05	-0.24	-0.64	0.17	-0.04	0.13	0.08	-0.06	-0.16	-0.13	-0.27	-0.04	-0.2	0.11	-0.31	-0.18	0.24	0.49	0.76	0.02	-0.33	-0.22	-0.54	0.42	-0.19	-0.02	-0.05	0.07	0.15	-0.21	0.03	0.06	0.21	-0.06	0.02	0.106	-0.12	0.17	0.07	-0.29	-0.29	0.05	0.16	0.09	-0.1	-0.14	0.02	0.13	-0.06	0.02	0.12	0.2	0.09
3900	YLR097C	0.12	-0.05	0	0	-0.17	-0.16	-0.01	-0.05	0.07	-0.14	0.28	-0.06	0.1	-0.01	-0.01	0.13	0	-0.05	0.24	0.37	0.38	0.05	-0.28	-0.08	-0.17	-0.08	-0.3	0.07	-0.17	0.11	-0.06	0.1	-0.48	0.02	-0.34	-0.02	0.05	-0.28	-0.5	0.44	0.37	0.56	0.39	0.53	0.04	-0.32	-0.19	-0.55	-0.51	-0.25	0.15	0.2	0.2	0.29	0.18	-0.69	0.162222222	0.31	0.21	1.13	-0.05	0.13	0.13	-0.07	-0.13	-0.35	-0.24	-0.13	-0.33	0.04	0.01	-0.07	-0.07
3901	YLR098C	-0.4	-0.36	-0.6	-0.5	-0.57	0.06	0.26	0.44	0.65	0.78	0.11	0.13	-0.17	-0.45	-0.21	0.14	0.26	0.41	0.03	-0.03	0.24	0.02	0.12	0.15	-0.3	0.08	-0.02	0.19	-0.13	0.06	-0.22	-0.1	0.12	0.03	-0.06	0.02	-0.11	-0.15	0.09	-0.1	0.19	-0.11	0.22	0.3	-0.38	-0.11	0.03	0.04	0.04	0.32	-0.05	-0.37	-0.01	-0.07	0.2	-0.23	-0.086666667	0.06	0	-0.62	-0.35	-0.231	-0.08	-0.19	-0.13	-0.19	0.12	0.26	0.48	0.19	0.13	0.09	0.29
3902	YLR099C	0.71	-0.2	-0.39	-0.37	-0.2	0.06	0.21	0.03	0.13	-0.35	0.21	0.01	0.17	-0.13	0.17	0.28	-0.2	-0.1	0.27	-0.02	0.15	0.67	0.45	0.77	0.07	-0.49	-0.45	-0.22	-0.55	0.21	-0.11	0.29	0.42	0.57	0.7	0.15	0.11	-1.06	-0.94	-0.41	-0.28	-0.33	-0.48	-0.63	-0.18	-0.07	-0.25	-0.09	0.15	0.73	0.19	0.72	0.57	0.01	-0.3	0.14	-0.048	-0.1	-0.42	1.01	-0.28	-0.12	-0.01	0.02	0.01	-0.01	0.07	-0.19	-0.16	0.01	0.01	-0.25	-0.11
3903	YLR100W	-0.24	-0.05	-0.42	-0.17	-0.4	0.02	0.16	-0.07	0.49	0.32	0.26	0.08	0.16	-0.47	0.01	0.1	-0.13	0.35	-0.67	-0.8	-0.6	-0.04	-0.51	0.54	0.39	0.58	0.01	0.22	-0.15	0.24	-0.24	0.16	-0.41	0.23	0.25	0.41	-0.31	0.45	0.38	-0.01	-0.17	0.05	-0.35	-0.21	-0.44	-0.63	-0.53	-0.62	-0.46	0.21	0.24	0.86	0.26	0.38	0.13	0.22	0.17	0.59	0.39	-0.44	0.02	-0.64	-0.01	-0.1	-0.31	-0.15	0.25	-0.09	0.31	0.09	0.33	0.26	0.47
3904	YLR101C	-0.11	-0.32	-0.32	-0.09	0.06	0.18	0.18	0.12	0.34	-0.28	0.23	-0.11	0.06	-0.16	0.08	0.11	0.05	-0.04	-0.67	-0.7	-0.57	0.01	0.06	0.49	0.24	0.6	0.38	0.26	-0.28	0.22	-0.39	0.04	-0.15	0.22	0.26	0.46	0.22	-0.17	-0.59	0.01	-0.11	0.15	-0.41	-0.72	-0.18	-0.62	-0.32	-0.65	-0.22	-0.47	0.15	1.3	-0.05	0.42	0.22	0.254444444	0.06	0.86	0.63	0.21	-0.17	0.14	0.17	-0.12	-0.19	0.03	0	-0.23	-0.12	0.32	0.06	-0.03	-0.05
3905	YLR102C	0	0.009	0.05	-0.43	-0.43	0.13	0.02	0.09	0.2	0.4	-0.08	0	0.25	-0.24	-0.51	0.21	0.05	0.31	-0.34	-0.32	-0.36	-0.01	-0.23	0.13	0.34	0.11	0.15	-0.01	-0.25	-0.11	0.07	-0.02	-0.01	0.04	-0.11	-0.07	-0.02	0.34	0.36	0.21	-0.02	0.14	0.61	-0.17	-0.04	0.19	0.47	0.01	0.22	-0.1	-0.02	-0.21	-0.58	-0.23	0.05	0.03	0.041666667	-0.02	-0.22	0.44	0.11	-0.19	-0.19	-0.28	-0.54	-0.26	0.41	0.28	-0.19	0.03	0.11	-0.08	0.35
